RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8284,15611826,Onio,671,France,Female,25,10,0.0,1,1,1,173143.54,0
8285,15744962,Thompson,622,Spain,Male,42,5,0.0,2,1,0,31827.54,0
8286,15682428,Hill,564,France,Female,31,3,122314.66,2,1,1,166304.35,0
8287,15726044,Anderson,718,France,Female,36,8,67116.31,2,1,1,71759.78,0
8288,15789103,Clark,700,France,Female,23,9,0.0,2,0,0,169045.44,0
8289,15675020,Thompson,730,France,Male,40,7,87462.11,3,1,0,62983.02,1
8290,15605495,Boni,635,France,Male,41,6,45538.79,2,1,0,147824.17,0
8291,15628481,Brown,479,France,Male,41,2,119405.13,1,1,1,170984.9,1
8292,15742339,Chu,651,France,Male,34,10,88601.6,1,0,1,24244.02,0
8293,15717897,Boni,536,France,Male,36,8,0.0,2,1,0,22505.29,1
8294,15737815,Chu,453,Germany,Male,20,2,81365.96,1,0,0,145769.49,0
8295,15785872,White,623,France,Male,48,5,0.0,1,1,1,137720.74,1
8296,15703475,Bartlett,659,Germany,Male,21,1,0.0,1,1,1,35098.6,0
8297,15779845,Lewis,805,France,Male,42,7,235812.74,3,1,1,199827.24,0
8298,15657042,Brown,533,Germany,Male,36,0,0.0,1,1,1,28126.01,0
8299,15649476,Obinna,715,Germany,Male,44,0,0.0,2,1,1,99140.67,1
8300,15628552,White,494,Germany,Female,40,7,66970.51,2,1,1,46108.39,1
8301,15796314,Chu,773,Germany,Female,29,8,0.0,2,0,0,16710.28,0
8302,15776844,Brown,582,France,Male,44,9,38565.85,2,1,1,90044.25,0
8303,15774802,Garcia,617,France,Male,38,8,0.0,2,0,0,199617.3,0
8304,15760020,Bearce,618,Germany,Male,36,7,110088.63,1,1,1,191705.03,1
8305,15669093,Wilson,723,France,Female,41,9,0.0,1,1,1,74948.06,0
8306,15669123,Hargrave,509,France,Male,50,7,61773.77,1,1,0,100190.05,0
8307,15616535,Thomas,632,France,Male,35,3,0.0,1,1,0,180680.24,0
8308,15666490,He,587,France,Male,42,7,64551.12,2,1,1,182511.79,0
8309,15646562,Chu,850,Germany,Male,41,6,137001.6,2,1,0,155735.17,0
8310,15719042,Bearce,544,France,Male,34,8,0.0,2,1,0,51658.59,0
8311,15689080,Davis,399,France,Female,33,9,0.0,1,1,1,74379.02,0
8312,15789607,Boni,814,Spain,Male,28,7,0.0,1,1,1,114602.46,0
8313,15641269,Brown,697,France,Female,44,9,0.0,2,1,0,171026.9,0
8314,15680674,Bartlett,573,France,Female,33,1,100814.81,2,1,0,88227.79,1
8315,15642462,Chu,646,Spain,Male,26,7,0.0,2,1,1,124818.38,0
8316,15734199,Mitchell,572,France,Male,38,7,119550.0,1,1,0,82098.59,0
8317,15623147,Mitchell,460,Spain,Male,48,9,76814.33,1,1,0,117804.15,0
8318,15776600,Jones,634,France,Female,50,9,150098.11,2,1,0,2883.83,0
8319,15677095,Garcia,633,France,Male,18,8,124082.17,2,1,1,74275.53,1
8320,15690925,Jones,682,France,Male,40,2,76862.78,2,1,1,153306.1,0
8321,15666381,Clark,555,Germany,Male,44,7,68165.79,1,0,0,4950.08,1
8322,15699468,Bartlett,574,Spain,Male,43,7,0.0,2,1,0,163533.38,0
8323,15663749,Davis,613,Spain,Male,38,9,0.0,2,1,1,197071.02,0
8324,15769744,Wilson,554,Germany,Female,55,3,2113.98,4,0,1,97753.26,1
8325,15613731,Harris,760,France,Female,51,4,95991.55,2,1,1,34355.82,1
8326,15724647,Brown,732,Spain,Female,38,1,110907.54,1,0,0,170267.51,0
8327,15785584,Mitchell,599,Spain,Male,34,5,43794.99,1,1,1,158659.5,0
8328,15651024,Wilson,701,France,Male,42,9,137290.8,1,1,0,195835.86,0
8329,15716712,Miller,529,Spain,Male,43,8,179370.7,2,1,1,49176.95,0
8330,15701121,Davis,605,Spain,Female,39,2,122176.1,2,1,1,37402.63,1
8331,15603832,Harris,791,Germany,Female,40,5,0.0,2,1,0,26811.85,1
8332,15632332,Clark,712,France,Male,54,7,0.0,1,1,0,88823.93,0
8333,15612467,Harris,678,Spain,Female,54,1,0.0,1,1,1,145435.72,0
8334,15641025,Jones,615,France,Female,46,9,18726.23,2,0,1,28670.69,0
8335,15744179,Clark,645,Germany,Female,48,0,170179.76,3,1,0,85273.7,1
8336,15677994,Miller,507,France,Female,47,5,66526.9,2,1,1,49772.26,1
8337,15694202,Garcia,618,Spain,Male,37,2,146797.34,1,0,1,79203.07,0
8338,15643481,Bartlett,686,France,Male,43,1,0.0,1,0,1,10289.07,0
8339,15733653,Clark,647,Germany,Female,41,10,27675.35,1,0,1,77495.34,0
8340,15675118,Mitchell,647,France,Female,51,9,0.0,1,1,0,14565.89,0
8341,15724010,Obinna,586,Germany,Female,41,7,59849.59,1,0,0,154113.77,1
8342,15782710,Thompson,561,Spain,Female,47,8,0.0,2,1,0,8807.54,0
8343,15723714,Taylor,553,Spain,Male,37,6,0.0,2,0,0,67766.98,1
8344,15739490,Clark,625,France,Male,45,8,49786.78,1,1,0,25792.34,0
8345,15760185,Anderson,721,France,Female,41,6,0.0,2,1,0,142741.1,0
8346,15684363,Harris,566,France,Male,31,2,78452.84,1,1,1,28457.91,0
8347,15723607,Taylor,653,France,Male,46,0,50464.52,2,1,0,130427.23,0
8348,15663044,Anderson,651,Spain,Female,49,0,0.0,2,0,1,123185.58,0
8349,15792102,Onio,740,Germany,Male,22,4,42026.13,2,1,1,116949.12,1
8350,15611814,Williams,651,France,Female,21,8,85562.09,2,1,0,53199.0,0
8351,15699340,Bearce,505,France,Male,41,9,12683.65,1,1,0,177564.41,0
8352,15610024,Williams,850,Germany,Male,42,5,0.0,1,1,1,37878.62,1
8353,15794360,Robinson,744,France,Male,29,1,0.0,1,1,0,73351.1,0
8354,15709236,Mitchell,696,France,Female,41,5,20816.2,2,1,0,145555.23,1
8355,15657836,Anderson,594,France,Female,38,10,0.0,2,1,0,45138.71,1
8356,15607435,Lewis,619,France,Male,18,3,0.0,2,0,1,121405.46,0
8357,15798156,Chu,512,France,Male,40,8,9499.7,1,1,0,143017.3,0
8358,15670601,He,617,Spain,Male,29,9,70693.82,1,1,0,110170.66,0
8359,15720871,Hill,667,France,Female,44,2,176018.51,1,1,1,64670.28,0
8360,15734479,Robinson,647,Spain,Male,33,6,99842.87,1,0,1,157399.15,1
8361,15698943,Mitchell,819,Germany,Male,42,9,0.0,2,1,0,21542.0,1
8362,15632940,Harris,715,Germany,Male,50,7,0.0,1,1,0,45743.42,0
8363,15605666,Miller,744,France,Female,34,1,93879.39,1,0,1,74242.41,0
8364,15637122,Taylor,702,France,Male,37,9,110696.63,1,1,0,92774.81,0
8365,15718647,Hargrave,665,France,Male,51,6,65259.39,2,1,1,4675.53,0
8366,15756164,Onio,694,Germany,Male,44,4,174946.97,1,1,0,138642.52,0
8367,15729753,Bearce,457,Germany,Male,38,0,127864.15,2,1,0,35731.08,1
8368,15723402,Lewis,624,Spain,Female,53,6,149813.26,1,1,1,178329.0,1
8369,15701190,He,514,France,Male,36,9,105990.53,1,1,1,61060.57,0
8370,15700468,Taylor,535,France,Male,36,7,81025.62,1,1,0,54484.11,0
8371,15729207,Jackson,765,France,Female,29,0,122700.53,2,1,0,24467.96,1
8372,15626505,Harris,545,France,Female,44,3,128081.59,2,1,0,150536.24,0
8373,15636713,Onio,521,France,Male,28,3,40791.59,1,1,0,186164.67,0
8374,15785459,Robinson,687,Spain,Male,52,4,59160.52,1,0,1,157441.39,0
8375,15643169,Onio,643,France,Female,33,4,0.0,1,1,1,172481.87,0
8376,15677511,Brown,693,Spain,Female,43,3,173318.39,1,1,0,127721.41,0
8377,15782814,Lewis,820,France,Female,39,10,0.0,2,1,0,69076.66,0
8378,15640522,Thompson,705,France,Female,44,0,112234.9,1,1,0,149797.38,0
8379,15699397,Obinna,499,Germany,Female,43,8,211008.92,1,0,0,39343.19,1
8380,15603880,Williams,740,France,Male,39,4,38305.5,2,1,1,1462.81,1
8381,15774526,Hargrave,628,Spain,Male,35,0,115628.66,1,0,1,72238.64,0
8382,15786783,Hargrave,666,Spain,Female,41,2,13127.41,1,1,1,117536.53,0
8383,15643539,Johnson,489,Germany,Female,51,0,7891.44,1,1,1,132053.97,0
8384,15799393,Brown,698,Spain,Female,35,6,0.0,1,1,1,86768.67,0
8385,15614799,Smith,523,France,Female,27,9,0.0,1,1,1,170639.89,0
8386,15704843,Harris,701,France,Male,45,9,0.0,1,1,1,163296.99,0
8387,15791174,Mitchell,579,Spain,Female,41,9,0.0,1,1,0,1415.31,0
8388,15781798,Smith,720,France,Male,52,6,156706.3,1,1,0,139799.85,1
8389,15648784,Garcia,524,France,Male,44,5,75460.72,2,0,1,144113.06,0
8390,15713034,Miller,498,France,Male,51,8,73620.6,2,1,0,154176.84,1
8391,15774405,Clark,597,France,Female,56,6,184678.67,2,1,0,156248.4,0
8392,15771900,Thomas,675,Germany,Male,36,4,139443.28,1,0,0,36006.86,0
8393,15654362,Smith,538,France,Female,37,6,75610.46,1,0,1,41954.67,0
8394,15653997,Miller,669,France,Female,50,9,17710.3,2,0,1,108902.94,0
8395,15781413,Clark,734,France,Female,39,3,0.0,1,0,0,63762.11,0
8396,15750145,Jackson,521,France,Male,34,9,59024.66,2,0,1,118996.53,0
8397,15702399,Chu,669,Spain,Male,36,8,0.0,2,1,0,93006.06,0
8398,15614549,Thomas,702,Germany,Male,32,5,6342.22,2,1,1,55046.24,1
8399,15656920,Thomas,631,France,Female,18,3,0.0,1,0,1,136664.73,0
8400,15751388,Hill,641,France,Female,45,4,0.0,2,0,1,91601.14,0
8401,15757255,Jackson,513,France,Male,31,7,64429.85,1,1,1,165151.89,1
8402,15693860,Obinna,692,France,Male,24,6,97659.08,1,1,0,8778.5,0
8403,15624624,White,655,Germany,Female,47,5,155334.96,2,1,1,46379.83,0
8404,15793587,Hill,664,France,Male,24,1,150905.26,1,1,1,96.82,1
8405,15646705,Bearce,850,France,Male,50,2,0.0,1,0,0,83744.23,1
8406,15689326,Thomas,629,Germany,Male,45,0,59898.57,1,1,0,41348.68,1
8407,15757828,Lewis,681,Germany,Male,43,2,124340.39,1,1,0,44155.98,0
8408,15660390,Thomas,774,Germany,Male,27,10,56403.69,2,1,1,138539.0,0
8409,15668369,Bartlett,645,Germany,Female,20,1,18897.39,1,1,1,157820.27,1
8410,15609589,Garcia,580,France,Male,31,9,0.0,2,1,0,51319.36,0
8411,15713012,Bartlett,688,France,Male,18,5,171104.02,3,0,1,122949.2,0
8412,15745188,Taylor,583,Germany,Male,18,3,30511.24,1,0,1,116021.82,0
8413,15673181,Lewis,766,France,Female,47,10,10579.08,2,0,0,885.18,0
8414,15775858,He,699,France,Male,59,9,0.0,1,1,1,187666.5,0
8415,15723711,Boni,566,Spain,Male,40,2,90515.11,1,1,1,68039.0,0
8416,15676425,Wilson,529,Germany,Male,39,7,0.0,1,0,1,61896.64,0
8417,15761358,Johnson,665,France,Female,32,4,121910.82,1,0,0,117553.2,0
8418,15615994,Miller,674,France,Female,47,3,0.0,1,1,0,72458.58,1
8419,15711915,Wilson,529,Germany,Female,23,5,182216.85,1,1,0,59436.64,0
8420,15722961,Mitchell,726,France,Female,40,3,0.0,1,1,0,147193.25,1
8421,15704672,Thomas,714,France,Female,57,9,0.0,1,1,0,147692.75,0
8422,15626639,Jones,683,Germany,Female,40,9,125319.66,3,0,1,137090.55,1
8423,15617205,Smith,723,France,Female,36,4,119845.53,1,1,1,171400.3,0
8424,15656677,Hill,553,France,Female,54,10,0.0,1,1,0,99400.23,0
8425,15632930,Harris,559,France,Male,58,3,10402.08,2,1,1,130493.17,0
8426,15673313,Davis,624,Spain,Female,54,8,106575.23,2,1,0,199023.21,1
8427,15713153,Smith,588,Spain,Male,38,1,69541.4,2,0,1,47870.07,1
8428,15618316,Robinson,698,Spain,Female,47,0,152696.87,1,1,1,169159.83,0
8429,15758376,Jackson,728,France,Female,54,6,100673.14,1,1,1,41836.29,0
8430,15696058,He,581,Spain,Female,34,8,109881.05,1,1,1,89856.52,1
8431,15687876,Smith,565,Spain,Female,30,8,15384.75,1,1,0,82220.54,0
8432,15685366,Jones,732,France,Male,43,3,134590.69,2,1,0,149852.57,0
8433,15613403,Robinson,554,France,Female,28,3,147241.0,1,1,1,137567.14,0
8434,15680052,Martin,622,Germany,Female,27,0,87718.91,2,1,1,153858.35,0
8435,15673495,Chu,552,Spain,Female,33,0,0.0,2,1,1,109809.53,0
8436,15763004,Taylor,592,Spain,Female,30,0,0.0,2,1,0,15190.62,0
8437,15696090,Bearce,503,France,Female,29,5,17097.43,1,0,1,118850.47,0
8438,15636701,Brown,774,Spain,Male,40,10,0.0,2,1,0,51387.43,0
8439,15734457,Smith,748,France,Male,41,5,0.0,1,0,0,86882.66,0
8440,15657241,Onio,571,France,Male,25,10,0.0,1,0,0,23288.52,0
8441,15741439,Davis,694,Spain,Male,42,10,53933.27,1,0,0,41064.58,0
8442,15665030,Jones,510,Spain,Female,40,4,166424.33,2,0,1,88714.11,0
8443,15777577,Johnson,710,Germany,Female,28,9,79607.76,2,0,1,140022.39,0
8444,15764404,Boni,564,Spain,Female,39,10,115334.14,1,0,1,70719.44,0
8445,15766340,Thompson,768,Germany,Male,41,9,70551.16,2,1,1,78769.43,0
8446,15756635,Miller,699,France,Male,42,1,33627.54,2,1,0,128637.51,0
8447,15705185,Thompson,614,Spain,Male,47,5,52394.03,1,1,1,40892.87,1
8448,15636404,Obinna,610,Spain,Male,47,0,0.0,2,0,1,22131.86,0
8449,15655182,Garcia,664,France,Female,39,2,7503.8,2,1,0,176744.14,1
8450,15632991,He,560,France,Female,30,4,120141.12,1,0,0,63199.79,1
8451,15704601,Hill,759,France,Male,34,9,59598.63,2,1,0,72815.26,0
8452,15778735,Harris,679,Spain,Female,41,4,0.0,2,1,0,160510.4,0
8453,15665886,Jones,743,Spain,Female,51,10,87213.81,2,1,0,45640.43,0
8454,15722002,Harris,412,Spain,Male,18,6,133458.04,1,0,0,168587.45,0
8455,15683848,Robinson,651,France,Female,40,4,21833.94,2,0,1,129333.44,0
8456,15755199,Robinson,674,Germany,Female,37,9,137908.39,2,0,1,155446.64,0
8457,15657692,Mitchell,649,Spain,Female,41,5,85218.88,1,1,0,102995.76,0
8458,15637500,Hargrave,652,France,Male,25,6,0.0,1,1,1,13299.48,0
8459,15633785,Hargrave,618,Germany,Male,48,1,0.0,1,1,1,149940.55,1
8460,15684146,Onio,850,Germany,Female,38,2,0.0,2,1,0,62043.71,0
8461,15647997,Garcia,673,Germany,Male,36,2,0.0,1,0,1,127821.9,0
8462,15607170,Johnson,661,Germany,Female,42,0,34559.75,1,1,1,18999.18,1
8463,15744375,Bartlett,740,Spain,Female,42,8,52104.58,2,0,1,136868.84,0
8464,15671743,Thompson,595,France,Male,39,9,92251.12,2,1,1,30849.93,0
8465,15635187,Hargrave,525,France,Male,33,8,0.0,2,0,0,35151.24,0
8466,15796106,Brown,737,Spain,Female,36,8,206795.86,2,1,0,70575.09,1
8467,15732965,Thomas,617,France,Female,39,8,0.0,1,1,1,189262.47,0
8468,15744825,Clark,781,France,Female,57,7,0.0,2,0,0,72796.1,1
8469,15638090,Johnson,775,France,Male,40,4,0.0,1,0,0,62003.3,1
8470,15795994,Chu,424,France,Female,45,10,0.0,1,0,1,55507.55,0
8471,15659412,Johnson,657,Spain,Male,47,8,48193.67,2,1,1,138952.57,0
8472,15656030,White,754,Germany,Male,39,6,0.0,1,1,0,183652.04,0
8473,15617509,Harris,479,Germany,Male,52,1,0.0,2,1,0,83472.8,0
8474,15668653,Lewis,685,Germany,Female,22,6,106751.54,1,1,1,115034.77,0
8475,15768001,Johnson,713,France,Female,42,3,162680.08,1,1,0,161793.15,1
8476,15729626,Brown,644,France,Male,50,6,0.0,1,1,0,108117.83,1
8477,15779363,Clark,645,Spain,Female,44,6,40701.57,1,1,1,131967.58,0
8478,15604042,Wilson,766,France,Female,21,2,0.0,1,1,1,145376.32,1
8479,15793646,Miller,505,France,Female,41,2,108468.82,1,1,0,179602.09,0
8480,15637201,Bearce,730,Germany,Female,38,9,0.0,2,1,0,55854.39,1
8481,15614016,Jackson,694,France,Female,39,9,136199.06,2,1,1,9574.69,1
8482,15625022,Bartlett,776,France,Male,35,5,7941.27,1,1,1,194277.65,0
8483,15627938,Thomas,558,France,Female,47,1,49705.0,1,1,0,199772.8,1
8484,15774750,Williams,793,Spain,Male,37,7,0.0,1,1,0,178955.79,1
8485,15718171,Jackson,515,France,Female,51,7,91088.44,2,0,0,62174.63,0
8486,15661720,Harris,617,France,Male,40,3,0.0,2,1,1,96225.66,0
8487,15705514,White,537,Spain,Female,33,1,0.0,1,1,0,153277.28,0
8488,15787877,Boni,720,Spain,Female,58,8,0.0,1,1,1,36471.84,1
8489,15733058,Wilson,576,Germany,Male,31,8,26158.98,2,1,0,182050.96,0
8490,15676478,Jackson,760,France,Male,35,1,88797.69,1,1,0,168824.19,0
8491,15743233,Onio,486,France,Female,42,9,79425.62,2,1,0,140290.64,0
8492,15751761,Hill,606,France,Male,24,3,0.0,2,1,0,172093.73,0
8493,15727101,Brown,823,Germany,Male,41,0,22959.58,2,0,0,110916.99,0
8494,15694699,Hargrave,576,Germany,Female,33,5,0.0,2,1,1,23760.67,0
8495,15791996,Davis,752,France,Male,61,10,176582.46,1,1,0,47890.19,1
8496,15699273,Williams,717,Germany,Male,36,10,0.0,2,0,0,118112.6,1
8497,15663745,Johnson,523,Germany,Female,28,10,137824.1,2,0,1,194048.19,1
8498,15732283,Clark,670,Spain,Female,42,0,0.0,1,1,0,3264.22,0
8499,15731301,Obinna,798,Germany,Female,40,6,124188.55,2,0,0,131595.29,0
8500,15718972,Onio,610,Germany,Female,47,8,0.0,1,1,0,153249.05,0
8501,15779614,Davis,583,Spain,Male,30,8,129659.53,1,0,1,171679.2,0
8502,15745417,Thompson,681,France,Female,54,10,141605.67,1,1,1,189523.16,0
8503,15701489,Jackson,629,France,Female,42,1,133324.18,1,0,0,21228.76,0
8504,15631819,Miller,504,Spain,Male,31,10,0.0,2,0,0,35441.08,0
8505,15647779,Wilson,628,France,Female,40,7,0.0,1,1,1,24529.04,0
8506,15692244,Thomas,602,France,Male,45,10,0.0,2,1,0,173593.06,0
8507,15665584,He,636,Spain,Female,43,2,122019.4,1,0,0,26358.44,0
8508,15751022,White,416,Germany,Female,26,4,6710.62,1,0,0,6417.05,0
8509,15746245,White,685,Spain,Male,19,3,0.0,1,1,1,3820.95,0
8510,15658032,Harris,491,Spain,Male,25,5,0.0,1,1,1,82060.92,0
8511,15715074,Williams,722,France,Male,41,10,0.0,1,0,1,122523.49,0
8512,15699273,Harris,753,Germany,Male,42,6,0.0,2,1,1,45624.78,0
8513,15628036,Clark,457,Spain,Male,18,8,72983.38,1,1,1,57888.82,1
8514,15671356,Boni,775,France,Female,41,9,0.0,2,1,1,23441.97,0
8515,15745364,Lewis,638,Germany,Female,31,4,0.0,2,1,0,92077.32,0
8516,15603052,White,754,Germany,Female,26,1,0.0,1,0,0,99838.84,1
8517,15644377,Davis,740,France,Male,32,3,24845.35,3,0,0,133669.16,1
8518,15798910,Jones,509,France,Male,39,1,147711.01,1,1,0,109326.05,0
8519,15667819,Bearce,567,France,Male,38,0,0.0,2,1,0,53798.98,1
8520,15713689,Clark,806,France,Male,18,1,49106.43,2,1,1,175744.38,0
8521,15746692,Brown,529,Germany,Male,53,10,0.0,1,1,0,67850.98,1
8522,15630461,White,685,Spain,Female,45,6,0.0,1,1,0,140129.95,0
8523,15620750,Martin,576,France,Female,40,1,17522.01,1,1,1,142542.36,1
8524,15609472,Lewis,562,France,Female,21,3,121589.37,2,1,1,22082.48,0
8525,15669263,Boni,648,Germany,Male,30,4,0.0,1,1,0,106600.86,1
8526,15712036,Garcia,850,Spain,Female,38,2,0.0,1,0,0,83214.08,0
8527,15788674,Onio,724,Germany,Male,46,3,0.0,1,1,1,175917.55,0
8528,15625523,Mitchell,547,Spain,Male,49,9,65276.19,2,1,1,78700.58,0
8529,15761838,Garcia,668,Germany,Female,64,2,125306.27,2,1,0,22624.53,0
8530,15703262,Williams,469,Germany,Male,40,7,142864.27,2,0,1,175761.77,1
8531,15666060,Harris,431,France,Male,32,9,0.0,2,1,0,178590.07,0
8532,15609079,He,666,France,Male,46,7,108953.3,1,1,1,145209.33,1
8533,15739471,Williams,719,France,Male,29,2,0.0,2,0,1,115928.36,0
8534,15660726,Anderson,801,France,Male,42,8,30837.0,4,1,0,163300.66,0
8535,15692906,Williams,686,France,Female,60,8,141183.0,2,1,1,31230.16,1
8536,15616532,Obinna,650,Germany,Female,35,6,0.0,1,1,0,135671.31,1
8537,15722689,Taylor,617,France,Female,32,0,141425.39,1,1,1,32904.41,0
8538,15643162,Robinson,701,France,Male,25,9,0.0,1,0,1,152514.38,0
8539,15734821,Smith,532,Germany,Female,40,10,0.0,1,1,0,27427.75,1
8540,15611353,Martin,584,France,Female,24,2,96700.67,2,1,0,145694.17,0
8541,15712313,Martin,535,France,Male,27,7,0.0,2,1,0,23633.18,1
8542,15628477,Bartlett,599,Spain,Female,25,5,0.0,2,1,1,157814.5,0
8543,15755642,Taylor,579,France,Male,49,8,47957.23,2,0,1,31585.99,1
8544,15686373,Smith,573,France,Female,37,10,0.0,3,0,1,87131.69,1
8545,15742509,Brown,587,France,Female,52,10,0.0,1,1,0,173226.17,1
8546,15769176,Williams,670,Spain,Female,41,9,0.0,1,1,0,147806.54,1
8547,15794442,Jones,773,Germany,Male,34,10,0.0,1,0,0,171628.92,0
8548,15604551,Thomas,677,France,Male,45,8,0.0,2,1,1,130918.69,0
8549,15668359,Mitchell,594,Germany,Male,45,0,0.0,1,1,0,76438.21,0
8550,15785952,Thomas,692,France,Male,50,5,89334.02,1,1,1,69510.23,0
8551,15743988,Jackson,660,France,Male,30,10,87831.12,2,1,1,28990.78,0
8552,15726150,Boni,666,Germany,Female,39,10,0.0,1,0,0,88189.34,1
8553,15772517,Thomas,647,France,Male,27,2,43704.49,2,1,0,180047.11,0
8554,15647636,Mitchell,817,France,Male,41,4,0.0,1,1,1,153728.33,1
8555,15629685,Martin,659,France,Male,18,0,35893.47,2,1,0,7299.36,0
8556,15651134,Jackson,595,Spain,Female,29,10,0.0,2,1,1,38291.06,0
8557,15688916,Jones,574,Spain,Female,31,10,80922.17,2,1,1,133056.29,0
8558,15707967,Boni,737,Germany,Female,38,6,0.0,1,1,1,43991.25,0
8559,15694455,Brown,534,Spain,Male,49,5,57874.78,2,1,0,81610.46,0
8560,15798919,Hargrave,781,Germany,Male,21,9,59083.35,2,1,0,184528.73,0
8561,15771065,Harris,464,Spain,Male,47,4,0.0,1,1,1,185498.73,0
8562,15775405,Thomas,768,France,Female,42,1,0.0,1,1,0,52639.98,0
8563,15789937,Clark,727,Germany,Male,43,7,124731.01,2,1,0,116760.28,1
8564,15649756,Hargrave,607,Spain,Female,36,4,156136.77,2,1,0,140308.73,1
8565,15722863,Obinna,577,Spain,Female,46,1,69804.27,1,1,1,43494.71,0
8566,15661192,Clark,769,France,Male,37,3,105238.57,2,1,0,17787.59,0
8567,15791758,Hargrave,824,France,Male,30,9,52989.91,3,1,0,65529.3,0
8568,15648733,Anderson,590,Spain,Female,37,7,38450.21,1,1,0,191601.66,0
8569,15625993,Bearce,706,Germany,Male,40,7,35374.82,2,1,1,168096.53,0
8570,15761564,Hargrave,745,Spain,Male,28,2,0.0,2,1,1,22620.43,0
8571,15752053,Garcia,708,Spain,Female,18,9,0.0,1,1,0,175196.37,1
8572,15624143,Wilson,655,Spain,Female,45,7,114124.98,1,1,1,132362.83,0
8573,15791349,Smith,612,France,Female,31,9,0.0,2,1,0,98815.91,0
8574,15707044,Thomas,676,France,Male,18,8,0.0,1,0,0,106749.77,0
8575,15781062,Chu,447,Germany,Female,40,1,136647.88,1,1,0,147902.36,0
8576,15728406,White,780,Spain,Female,37,5,0.0,1,1,0,100312.82,0
8577,15793960,Garcia,484,Germany,Male,25,10,181937.32,1,1,1,104941.03,0
8578,15669351,Smith,568,France,Female,32,2,0.0,1,0,0,65974.8,1
8579,15781071,Hill,617,Spain,Female,48,4,126953.82,1,1,0,151334.03,0
8580,15670309,Johnson,553,Germany,Male,23,3,0.0,2,1,1,66073.12,0
8581,15743518,Boni,540,Spain,Male,33,7,66069.0,2,1,0,175818.93,0
8582,15761805,Anderson,786,France,Female,43,6,0.0,2,1,1,152866.13,0
8583,15719156,Williams,824,France,Male,23,6,83415.72,1,0,1,96301.19,1
8584,15676000,Taylor,800,France,Female,57,10,10820.73,2,1,0,114970.4,1
8585,15779704,Bearce,731,France,Female,47,0,0.0,1,0,1,188719.9,0
8586,15621576,Garcia,850,Spain,Female,56,5,46134.42,2,0,1,99468.55,1
8587,15603320,Garcia,624,France,Male,38,1,133527.5,1,1,0,154878.99,1
8588,15741822,Lewis,614,Spain,Female,54,7,0.0,1,0,1,37123.32,0
8589,15703002,Hargrave,651,Spain,Male,40,5,125408.49,1,0,1,59031.27,0
8590,15784535,Johnson,788,France,Male,36,8,0.0,2,0,1,25933.39,0
8591,15626572,Chu,706,Spain,Female,27,9,0.0,2,1,0,76980.91,0
8592,15617948,Chu,817,France,Female,41,0,0.0,1,1,0,186152.51,1
8593,15716528,Boni,656,Spain,Male,32,7,117125.42,1,0,0,11705.94,0
8594,15769898,Taylor,504,France,Male,31,1,43490.83,2,1,1,147416.13,0
8595,15689051,Onio,584,Spain,Male,40,6,73214.64,1,1,0,169201.15,0
8596,15627867,Chu,749,Germany,Female,56,10,17441.55,1,1,0,104863.56,0
8597,15791303,Garcia,602,Spain,Female,52,2,183783.72,1,0,1,143738.18,0
8598,15797334,Onio,659,Germany,Male,47,6,0.0,1,1,1,183204.79,0
8599,15644678,Obinna,673,Germany,Male,38,0,0.0,1,1,0,125955.73,0
8600,15707561,Thompson,825,France,Male,39,9,87968.94,2,1,0,183797.0,0
8601,15612963,Bearce,735,France,Female,53,8,109344.93,1,1,1,51787.44,0
8602,15795432,White,716,France,Male,44,5,102124.86,1,1,0,3617.12,0
8603,15649434,Jones,665,Spain,Male,18,6,0.0,1,0,0,34772.46,0
8604,15666617,Onio,569,France,Female,63,8,55093.96,2,1,0,187587.56,1
8605,15751341,Thompson,673,Spain,Female,38,9,97788.59,1,1,1,96712.04,0
8606,15717569,Johnson,850,Spain,Female,39,0,0.0,1,1,0,93331.86,0
8607,15697352,Wilson,699,France,Female,40,7,0.0,1,0,0,169618.26,0
8608,15679732,Thomas,596,France,Female,39,10,0.0,1,1,0,162999.27,0
8609,15707648,Clark,609,Spain,Female,36,6,88845.25,2,1,0,90831.18,0
8610,15681494,Hill,787,France,Male,24,1,0.0,2,1,0,148390.82,0
8611,15677225,Miller,598,France,Female,26,0,0.0,2,0,0,101809.65,0
8612,15682867,Wilson,630,France,Male,56,9,0.0,1,1,1,66121.25,1
8613,15768600,Hargrave,539,Spain,Male,31,0,0.0,2,1,1,85208.66,0
8614,15678972,Martin,623,Germany,Female,50,10,95508.02,1,0,1,138299.39,1
8615,15796674,Lewis,695,France,Female,41,3,0.0,1,1,0,52569.86,0
8616,15696261,Anderson,621,France,Male,18,4,146434.26,2,1,1,32607.13,0
8617,15690748,Thomas,652,France,Male,26,6,60684.59,1,1,1,48991.14,0
8618,15764404,Harris,538,France,Male,30,7,84058.98,1,0,1,177880.12,0
8619,15724481,Robinson,595,Spain,Male,46,1,0.0,1,1,0,122488.46,1
8620,15729529,Clark,850,Germany,Male,36,8,153834.47,2,1,1,63319.56,0
8621,15602251,Martin,637,Germany,Female,46,10,80458.93,1,0,0,122074.88,1
8622,15776789,Harris,685,France,Female,36,6,56623.74,1,0,1,169172.7,0
